         14418388 function calls (14086165 primitive calls) in 14.805 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.190    0.190 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/geopandas/io/file.py:289(_read_file_fiona)
        1    0.000    0.000    0.189    0.189 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_distn_infrastructure.py:1(<module>)
    14502    0.068    0.000    0.188    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/statistics.py:154(_sum)
        1    0.000    0.000    0.188    0.188 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/generic.py:1(<module>)
        1    0.000    0.000    0.188    0.188 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/contour.py:1(<module>)
        1    0.000    0.000    0.185    0.185 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/figure.py:1(<module>)
     2199    0.002    0.000    0.184    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
     2199    0.005    0.000    0.183    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
     5037    0.008    0.000    0.182    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/series.py:6212(_construct_result)
40018/38968    0.006    0.000    0.181    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.180    0.180 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/backend_bases.py:1(<module>)
        1    0.000    0.000    0.176    0.176 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/projections/__init__.py:1(<module>)
        1    0.000    0.000    0.174    0.174 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/api.py:1(<module>)
        1    0.000    0.000    0.172    0.172 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/_reexport.py:1(<module>)
  346/101    0.000    0.000    0.171    0.002 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/base.py:261(refresh)
        1    0.000    0.000    0.171    0.171 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/lib/__init__.py:1(<module>)
        1    0.000    0.000    0.171    0.171 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/interpolate/__init__.py:1(<module>)
        1    0.000    0.000    0.169    0.169 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/integrate/__init__.py:1(<module>)
     2929    0.019    0.000    0.168    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
  567/543    0.002    0.000    0.166    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/lowering.py:455(lower_inst)
        2    0.002    0.001    0.165    0.083 /Users/d3y010/repos/github/icom_abm/chance_c/model_engines/building_development.py:40(run)
        1    0.030    0.030    0.164    0.164 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/geopandas/geodataframe.py:563(from_features)
      106    0.000    0.000    0.164    0.002 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/artist.py:158(_update_set_signature_and_docstring)
      105    0.000    0.000    0.161    0.002 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/artist.py:125(__init_subclass__)
    10006    0.010    0.000    0.160    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/frame.py:4613(_box_col_values)
     3165    0.005    0.000    0.160    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/generic.py:4161(_take_with_is_copy)
       31    0.003    0.000    0.159    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/__init__.py:884(_rc_params_in_file)
        3    0.000    0.000    0.157    0.052 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/caching.py:673(load_overload)
        1    0.000    0.000    0.154    0.154 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/_libs/__init__.py:1(<module>)
4515/3994    0.001    0.000    0.154    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/contextlib.py:132(__enter__)
       13    0.000    0.000    0.152    0.012 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/codegen.py:747(finalize)
        1    0.000    0.000    0.149    0.149 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/style/__init__.py:1(<module>)
        1    0.000    0.000    0.148    0.148 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/geopy/adapters.py:1(<module>)
    67/44    0.000    0.000    0.146    0.003 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/codegen.py:565(_ensure_finalized)
        1    0.000    0.000    0.146    0.146 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/requests/__init__.py:1(<module>)
        1    0.000    0.000    0.144    0.144 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/style/core.py:1(<module>)
        2    0.000    0.000    0.144    0.072 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/style/core.py:198(read_style_directory)
        1    0.000    0.000    0.143    0.143 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/optimize/_optimize.py:1(<module>)
     3165    0.007    0.000    0.142    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/generic.py:4046(take)
        1    0.000    0.000    0.142    0.142 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/_cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.142    0.142 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/dataframe/__init__.py:1(<module>)
      850    0.003    0.000    0.140    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/indexing.py:882(__setitem__)
        1    0.000    0.000    0.138    0.138 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/dataframe/frame.py:1(<module>)
       62    0.000    0.000    0.137    0.002 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/__init__.py:866(_open_file_or_url)
  258/246    0.000    0.000    0.134    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/lowering.py:664(lower_assign)
        1    0.000    0.000    0.133    0.133 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/optimize/_minimize.py:1(<module>)
        1    0.000    0.000    0.132    0.132 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/spatial/_geometric_slerp.py:1(<module>)
        1    0.000    0.000    0.131    0.131 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/spatial/distance.py:1(<module>)
76041/63338    0.048    0.000    0.131    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/copy.py:128(deepcopy)
        1    0.000    0.000    0.130    0.130 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/text.py:1(<module>)
      120    0.000    0.000    0.128    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/artist.py:1832(kwdoc)
        1    0.000    0.000    0.128    0.128 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/parfor_lowering.py:1082(_create_gufunc_for_parfor_body)
    11413    0.007    0.000    0.124    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/re/__init__.py:272(_compile)
  123/118    0.000    0.000    0.124    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/lowering.py:1242(lower_expr)
        1    0.000    0.000    0.123    0.123 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/compat/__init__.py:1(<module>)
        1    0.000    0.000    0.123    0.123 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/compiler.py:742(compile_ir)
        1    0.000    0.000    0.122    0.122 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/misc/special.py:1(<module>)
        1    0.000    0.000    0.122    0.122 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/compiler.py:441(compile_ir)
        1    0.000    0.000    0.122    0.122 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/compiler.py:507(_compile_ir)
        9    0.000    0.000    0.121    0.013 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/cpu.py:225(get_executable)
      346    0.003    0.000    0.121    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/cpu.py:60(load_additional_registries)
        9    0.000    0.000    0.121    0.013 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/codegen.py:983(get_pointer_to_function)
    10006    0.008    0.000    0.121    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/frame.py:678(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.121    0.121 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/externals/loky/__init__.py:1(<module>)
        1    0.000    0.000    0.120    0.120 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/ir_utils.py:1(<module>)
        1    0.000    0.000    0.120    0.120 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/_libs/tslibs/__init__.py:1(<module>)
        1    0.016    0.016    0.120    0.120 /Users/d3y010/repos/github/icom_abm/chance_c/model_classes/simulator.py:376(convert_initial_population_to_agents)
      210    0.000    0.000    0.119    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/_docscrape.py:579(__init__)
        1    0.000    0.000    0.118    0.118 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/functions/__init__.py:1(<module>)
        1    0.000    0.000    0.116    0.116 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/__init__.py:1(<module>)
        1    0.000    0.000    0.116    0.116 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/api/__init__.py:1(<module>)
        1    0.000    0.000    0.115    0.115 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/optimize/_linprog.py:1(<module>)
        1    0.000    0.000    0.115    0.115 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/io/api.py:1(<module>)
      471    0.002    0.000    0.113    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/re/_compiler.py:740(compile)
        1    0.000    0.000    0.112    0.112 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/PIL/Image.py:1(<module>)
        1    0.000    0.000    0.112    0.112 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/context.py:1(<module>)
     3165    0.004    0.000    0.112    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/internals/managers.py:869(take)
     3250    0.006    0.000    0.111    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/indexing.py:1176(__getitem__)
        1    0.000    0.000    0.111    0.111 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_multicomp.py:1(<module>)
      120    0.003    0.000    0.110    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/artist.py:1593(pprint_setters)
        1    0.000    0.000    0.109    0.109 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/sparse/linalg/__init__.py:1(<module>)
     4004    0.004    0.000    0.108    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/indexing.py:2632(check_bool_indexer)
        1    0.000    0.000    0.107    0.107 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_qmc.py:1(<module>)
      216    0.001    0.000    0.105    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/_docscrape.py:140(__init__)
579432/576382    0.057    0.000    0.104    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.101    0.101 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/axes/__init__.py:1(<module>)
2123/2063    0.003    0.000    0.099    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/geopandas/geodataframe.py:1469(__getitem__)
      730    0.000    0.000    0.098    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/re/__init__.py:225(compile)
       25    0.000    0.000    0.098    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/codegen.py:731(add_ir_module)
    12723    0.019    0.000    0.098    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pynsim/components/component.py:44(__init__)
        1    0.000    0.000    0.096    0.096 /Users/d3y010/repos/github/icom_abm/chance_c/data_loader.py:1(<module>)
        1    0.000    0.000    0.096    0.096 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/compat/pyarrow.py:1(<module>)
        2    0.011    0.005    0.095    0.048 /Users/d3y010/repos/github/icom_abm/chance_c/model_classes/landscape.py:64(setup)
    14/13    0.000    0.000    0.095    0.007 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/utils.py:687(__init__)
        1    0.000    0.000    0.094    0.094 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyarrow/__init__.py:1(<module>)
        1    0.000    0.000    0.094    0.094 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/special/__init__.py:1(<module>)
  851/850    0.003    0.000    0.091    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/indexing.py:1785(_setitem_with_indexer)
    11499    0.008    0.000    0.091    0.000 /Users/d3y010/repos/github/icom_abm/chance_c/model_classes/urban_agents.py:25(__init__)
        1    0.000    0.000    0.091    0.091 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/extending.py:1(<module>)
     4409    0.007    0.000    0.090    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/artist.py:1461(get_valid_values)
     2440    0.001    0.000    0.090    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/fiona/model.py:365(__geo_interface__)
   101/96    0.000    0.000    0.089    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/base.py:1189(__call__)
   101/96    0.000    0.000    0.089    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/base.py:1218(wrapper)
        1    0.000    0.000    0.089    0.089 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/_fontconfig_pattern.py:1(<module>)
31720/2440    0.011    0.000    0.088    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/fiona/model.py:386(default)
     7850    0.055    0.000    0.088    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/inspect.py:867(cleandoc)
        1    0.000    0.000    0.086    0.086 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/config.py:1(<module>)
        1    0.000    0.000    0.086    0.086 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/fiona/collection.py:1(<module>)
     2442    0.002    0.000    0.086    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/frame.py:1510(iterrows)
        1    0.000    0.000    0.086    0.086 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/lib/_index_tricks_impl.py:1(<module>)
        2    0.003    0.002    0.085    0.043 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pynsim/components/component.py:477(post_process)
       13    0.000    0.000    0.085    0.007 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/codegen.py:789(_finalize_final_module)
      850    0.002    0.000    0.084    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/indexing.py:1946(_setitem_with_indexer_split_path)
        2    0.001    0.001    0.084    0.042 /Users/d3y010/repos/github/icom_abm/chance_c/model_engines/housing_pricing.py:38(run)
        1    0.000    0.000    0.084    0.084 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/__init__.py:1(<module>)
7320/2440    0.009    0.000    0.084    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/fiona/model.py:388(<dictcomp>)
        1    0.000    0.000    0.083    0.083 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/sparse/csgraph/__init__.py:1(<module>)
        1    0.000    0.000    0.083    0.083 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/__init__.py:1(<module>)
    25337    0.033    0.000    0.082    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pynsim/components/component.py:87(post_process)
      231    0.001    0.000    0.082    0.000 <frozen importlib._bootstrap_external>:1655(_fill_cache)
